,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,pIC50,MW,logP,numHd,numHa
0,CHEMBL133897,CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,750.0,active,6.1249387366083,312.32500000000005,2.8032000000000004,0,6
1,CHEMBL336398,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,100.0,active,7.0,376.9130000000002,4.554600000000004,0,5
2,CHEMBL131588,CN(C(=O)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F)c1ccccc1,50000.0,inactive,4.301029995663981,426.8510000000001,5.357400000000003,0,5
3,CHEMBL130628,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,300.0,active,6.522878745280337,404.8450000000001,4.706900000000003,0,5
4,CHEMBL130478,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,800.0,active,6.096910013008056,346.33400000000006,3.095300000000001,0,6
6,CHEMBL130098,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,100.0,active,7.0,296.783,2.850100000000001,0,5
7,CHEMBL337486,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,50000.0,inactive,4.301029995663981,408.95500000000027,4.571200000000005,0,6
8,CHEMBL336538,COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1,800.0,active,6.096910013008056,292.364,2.2053000000000003,0,6
9,CHEMBL131051,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)c1ccccc1,50000.0,inactive,4.301029995663981,408.4050000000001,4.670100000000003,0,6
10,CHEMBL341437,CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N1CCOCC1,50000.0,inactive,4.301029995663981,348.4280000000002,2.3659999999999997,0,7
11,CHEMBL335033,CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C,50.0,active,7.301029995663981,312.3980000000001,3.3499000000000017,0,5
12,CHEMBL122983,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)C(C)(C)C)cc1,100000.0,inactive,4.0,394.4710000000002,4.0084000000000035,1,4
13,CHEMBL338720,CSc1nc(-c2ccc(-c3ccccc3)cc2)nn1C(=O)N(C)C,560.0,active,6.251811972993799,338.4360000000001,3.8637000000000032,0,5
14,CHEMBL339995,CSc1nc(/C=C/c2ccccc2)nn1C(=O)N(C)C,10.0,active,8.0,288.37600000000003,2.700100000000001,0,5
15,CHEMBL335158,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,10.0,active,8.0,406.9830000000003,5.724900000000006,0,5
17,CHEMBL106126,Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,17000.0,inactive,4.769551078621726,266.34099999999995,2.5731200000000003,0,4
19,CHEMBL336625,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,50000.0,inactive,4.301029995663981,408.57100000000014,6.0304200000000066,0,5
20,CHEMBL130666,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,26.0,active,7.585026652029182,336.8480000000002,3.7744000000000026,0,5
21,CHEMBL134061,O=C(N1CCOCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,50000.0,inactive,4.301029995663981,406.81700000000006,3.553200000000002,0,6
22,CHEMBL133388,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,800.0,active,6.096910013008056,276.365,2.5051200000000007,0,5
23,CHEMBL130645,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,50000.0,inactive,4.301029995663981,338.82000000000016,2.620700000000001,0,6
25,CHEMBL133580,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,50000.0,inactive,4.301029995663981,428.98900000000015,6.375400000000006,0,5
26,CHEMBL336524,CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,56.0,active,7.251811972993799,310.81000000000006,3.2402000000000015,0,5
27,CHEMBL336276,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,200.0,active,6.698970004336019,346.5000000000001,4.455620000000004,0,5
28,CHEMBL334395,CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,300.0,active,6.522878745280337,324.8370000000001,3.6303000000000027,0,5
29,CHEMBL131320,Cc1ccc(-c2nc(SCC(F)(F)F)n(C(=O)N(C)C)n2)cc1,200.0,active,6.698970004336019,344.362,3.4376200000000017,0,5
30,CHEMBL339297,COc1nn(-c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)c(=O)o1,50000.0,inactive,4.301029995663981,367.4050000000001,3.3839000000000015,1,6
31,CHEMBL337714,CSc1nc(-c2ccc(C(F)(F)F)cc2)nn1C(=O)N(C)C,500.0,active,6.301029995663981,330.33500000000004,3.2155000000000022,0,5
32,CHEMBL122575,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1,100000.0,inactive,4.0,354.3620000000001,2.4778000000000002,2,4
33,CHEMBL130704,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N1CCOCC1,50000.0,inactive,4.301029995663981,318.40200000000016,2.2757199999999997,0,6
34,CHEMBL46151,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,260000.0,inactive,3.5850266520291822,310.41900000000004,2.7406000000000015,1,6
36,CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],22.0,active,7.657577319177793,303.19999999999993,-1.052299999999998,0,2
38,CHEMBL297316,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],1000000.0,inactive,3.0,320.817,-0.7604999999999988,1,4
40,CHEMBL431519,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,40.0,active,7.3979400086720375,486.7010000000004,4.597100000000005,1,6
42,CHEMBL296429,Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],1000000.0,inactive,3.0,316.85400000000004,-0.5911799999999987,1,4
43,CHEMBL154972,N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,73.0,active,7.136677139879544,402.5020000000003,3.5459600000000027,2,7
45,CHEMBL544022,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,520000.0,inactive,3.283996656365201,351.29900000000004,3.807200000000003,1,5
48,CHEMBL45118,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.[Cl-],1000000.0,inactive,3.0,360.90700000000004,-0.11079999999999801,1,5
50,CHEMBL542609,Cc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1.Cl,1000000.0,inactive,3.0,302.82699999999994,2.682020000000001,1,5
51,CHEMBL155322,CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,540.0,active,6.267606240177032,368.4850000000001,1.90756,2,7
52,CHEMBL154211,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,30.0,active,7.522878745280337,354.4580000000002,1.519059999999999,2,7
53,CHEMBL1203537,CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl,830.0,active,6.080921907623926,378.9080000000001,1.8446600000000002,3,7
54,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,20000.0,inactive,4.698970004336019,299.8020000000001,2.0023999999999997,2,4
55,CHEMBL47375,COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],1000000.0,inactive,3.0,332.85299999999995,-0.8909999999999978,1,5
56,CHEMBL542360,CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,1000000.0,inactive,3.0,323.24499999999995,3.0270000000000015,1,5
57,CHEMBL345849,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,390.0,active,6.4089353929735005,370.45700000000016,0.4898599999999996,3,8
58,CHEMBL154689,CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,390.0,active,6.4089353929735005,314.39300000000003,0.5947600000000013,2,7
59,CHEMBL346733,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,430.0,active,6.366531544420414,328.42,0.9848600000000001,2,7
60,CHEMBL416464,COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,1000000.0,inactive,3.0,282.36499999999995,1.9604,1,6
62,CHEMBL1203539,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,600.0,active,6.221848749616356,378.9080000000001,1.7967600000000008,2,7
64,CHEMBL296786,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],1000000.0,inactive,3.0,365.326,0.534,1,4
65,CHEMBL63173,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,21000.0,inactive,4.6777807052660805,402.5390000000002,2.2565,1,6
66,CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,290.0,active,6.537602002101044,359.5140000000002,4.114500000000003,1,4
67,CHEMBL292788,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,700.0,active,6.154901959985743,374.4850000000001,1.4763000000000004,1,6
68,CHEMBL33051,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],460000.0,inactive,3.337242168318426,359.21299999999997,-6.191599999999997,2,4
69,CHEMBL155392,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,630.0,active,6.200659450546418,302.38200000000006,0.4985600000000012,3,7
71,CHEMBL543546,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,330000.0,inactive,3.4814860601221125,379.353,4.5842000000000045,1,5
72,CHEMBL1420,C[n+]1ccccc1C=NO,340000.0,inactive,3.4685210829577446,137.162,0.3191999999999999,1,2
73,CHEMBL556172,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,1000000.0,inactive,3.0,316.854,3.1538000000000017,1,5
74,CHEMBL154263,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,290.0,active,6.537602002101044,368.4850000000001,1.76506,2,7
75,CHEMBL544669,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,210000.0,inactive,3.677780705266081,395.74999999999994,3.9163000000000037,1,5
76,CHEMBL62664,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,40.0,active,7.3979400086720375,500.72800000000046,4.987200000000005,1,6
77,CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,80.0,active,7.096910013008056,340.43100000000015,1.1289599999999989,2,7
78,CHEMBL1203534,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,95.0,active,7.022276394711152,388.9030000000002,1.7168599999999998,2,7
79,CHEMBL541044,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,710000.0,inactive,3.1487416512809245,367.69599999999997,3.136100000000002,1,5
80,CHEMBL543779,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,180000.0,inactive,3.744727494896694,341.864,3.0254800000000013,1,6
81,CHEMBL155495,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,20000.0,inactive,4.698970004336019,289.339,0.5833600000000008,3,7
82,CHEMBL64011,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,60.0,active,7.221848749616356,472.6740000000004,4.207000000000003,1,6
83,CHEMBL65585,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,70.0,active,7.154901959985743,514.7550000000006,5.377300000000006,1,6
84,CHEMBL347539,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,280.0,active,6.552841968657781,328.4200000000001,1.0327600000000006,3,7
85,CHEMBL154433,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,11000.0,inactive,4.958607314841775,356.4300000000002,0.36536000000000035,2,8
87,CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,650.0,active,6.187086643357144,314.411,1.4589999999999999,2,7
88,CHEMBL65356,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,930.0,active,6.031517051446065,430.59300000000025,3.0367000000000015,1,6
89,CHEMBL154366,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,370.0,active,6.431798275933005,368.4850000000001,1.7650599999999999,2,7
91,CHEMBL416644,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],720000.0,inactive,3.1426675035687315,348.871,0.01970000000000144,1,4
92,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,30.0,active,7.522878745280337,275.352,1.7739,1,4
94,CHEMBL65018,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,80.0,active,7.096910013008056,458.64700000000033,3.816900000000002,1,6
95,CHEMBL296277,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],1000000.0,inactive,3.0,355.8910000000001,-0.2477199999999986,1,5
96,CHEMBL66309,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,380.0,active,6.42021640338319,444.6200000000003,3.426800000000002,1,6
98,CHEMBL296560,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],1000000.0,inactive,3.0,473.174,-0.13709999999999978,1,4
100,CHEMBL152260,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,370.0,active,6.431798275933005,370.45700000000016,0.4898599999999996,3,8
102,CHEMBL296669,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,1000000.0,inactive,3.0,435.2960000000001,2.26,3,7
103,CHEMBL1203538,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,120.0,active,6.920818753952375,404.9460000000003,2.33096,2,7
106,CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,169.82,active,6.770011163455189,666.9920000000003,7.64580000000001,0,6
108,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,14.13,active,7.849857838151442,275.352,1.7739,1,4
110,CHEMBL132377,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,309.03,active,6.509999358109048,638.9380000000004,6.961400000000008,2,6
111,CHEMBL132133,NCCCCCCNCCSSCCNCCCCCCN,501187.23,inactive,3.3000000031431456,350.6420000000003,2.5851999999999995,4,6
112,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,218.78,active,6.659992382003327,198.26899999999992,2.695800000000001,1,2
116,CHEMBL286990,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],10600.0,inactive,4.97469413473523,292.72299999999996,-2.8458999999999968,1,6
117,CHEMBL294891,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,400.0,active,6.3979400086720375,296.29200000000003,2.9522000000000004,2,3
118,CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,5.0,active,8.301029995663981,242.32199999999997,1.9975,2,2
119,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,254.0,active,6.5951662833800615,198.26899999999992,2.695800000000001,1,2
120,CHEMBL89011,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,245000.0,inactive,3.6108339156354674,248.28499999999997,3.376400000000002,1,3
121,CHEMBL748,C[n+]1ccccc1/C=N/O.[Cl-],366000.0,inactive,3.4365189146055894,172.615,-2.6767999999999983,1,2
122,CHEMBL50608,Nc1cc(-c2ccccc2)nc2ccccc12,11480.0,inactive,4.940058111938045,220.275,3.4840000000000018,1,2
124,CHEMBL27675,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],26500.0,inactive,4.576754126063192,297.764,-3.856599999999996,1,6
126,CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,676.0,active,6.1700533040583645,232.28599999999997,3.388200000000001,1,2
128,CHEMBL314800,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,18580.0,inactive,4.730954290342377,264.35299999999995,4.0897000000000014,1,3
129,CHEMBL553212,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],17900.0,inactive,4.747146969020107,258.753,-2.779499999999996,1,4
131,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],219.0,active,6.6595558851598815,534.5160000000002,1.9129999999999998,1,5
132,CHEMBL155754,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,230.0,active,6.638272163982407,305.76500000000004,2.915000000000001,1,4
133,CHEMBL314658,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],750.0,active,6.1249387366083,502.47400000000016,2.472200000000001,0,4
134,CHEMBL87170,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,4.6,active,8.337242168318426,418.53800000000007,5.069800000000005,0,4
135,CHEMBL87959,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-],390.0,active,6.4089353929735005,548.5430000000001,2.8210000000000015,0,5
137,CHEMBL82810,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],40.0,active,7.3979400086720375,476.4360000000001,1.8256000000000003,0,4
138,CHEMBL157182,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,670.0,active,6.173925197299173,305.765,2.915000000000001,1,4
139,CHEMBL88049,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],110.0,active,6.958607314841775,546.5710000000001,3.722400000000003,0,4
140,CHEMBL87128,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],280.0,active,6.552841968657781,436.37100000000004,1.0453999999999999,0,4
141,CHEMBL160219,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,160.0,active,6.795880017344075,361.4450000000001,3.874500000000003,1,4
142,CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,230.0,active,6.638272163982407,392.2970000000002,4.287200000000003,1,4
143,CHEMBL85473,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],19580.0,inactive,4.708187312532881,492.47900000000016,2.0126999999999997,1,4
144,CHEMBL314502,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC.[Br-],1000.0,active,6.0,467.4290000000001,1.2655800000000001,0,5
145,CHEMBL87320,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],53.0,active,7.275724130399211,486.4720000000002,1.3884000000000007,0,5
146,CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,1000.0,active,6.0,476.5740000000002,4.856400000000004,0,6
148,CHEMBL313809,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],520.0,active,6.2839966563652006,502.47400000000016,2.472200000000001,0,4
149,CHEMBL87849,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,2.6,active,8.585026652029182,436.5280000000001,5.208900000000005,0,4
150,CHEMBL314398,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],120.0,active,6.920818753952375,548.5430000000002,2.567100000000001,0,5
151,CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],110.0,active,6.958607314841775,462.40900000000005,1.4355,0,4
153,CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],90.0,active,7.045757490560675,520.4890000000001,1.6669999999999998,1,5
154,CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],28.0,active,7.552841968657781,526.5370000000003,2.3110999999999997,0,5
155,CHEMBL441632,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],900.0,active,6.045757490560675,422.34400000000005,0.5624999999999998,0,4
156,CHEMBL87937,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,30.0,active,7.522878745280337,386.4930000000001,3.667900000000003,0,5
157,CHEMBL441808,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],380.0,active,6.42021640338319,562.5700000000002,2.693200000000001,1,5
158,CHEMBL87649,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,6.0,active,8.221848749616356,424.56700000000006,5.131300000000005,0,5
159,CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,140.0,active,6.853871964321762,364.24300000000005,3.414200000000002,1,4
160,CHEMBL156861,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,180.0,active,6.7447274948966935,350.216,3.0241000000000016,1,4
161,CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],54.0,active,7.267606240177032,500.4550000000002,0.9150000000000009,0,6
162,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],665.0,active,6.1771783546968955,534.5160000000002,1.9129999999999998,1,5
163,CHEMBL88026,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],8.0,active,8.096910013008056,518.517,2.9422000000000015,0,4
164,CHEMBL86233,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],10000.0,inactive,5.0,476.48000000000013,2.5218000000000007,0,3
165,CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,160.0,active,6.795880017344075,319.7920000000001,3.3051000000000013,1,4
166,CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,9.0,active,8.045757490560675,359.5140000000002,4.114500000000003,1,4
168,CHEMBL87980,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],540.0,active,6.267606240177032,448.38200000000006,1.2114999999999998,0,4
169,CHEMBL87441,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,7.0,active,8.154901959985743,400.5200000000001,4.058000000000003,0,5
170,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],43.0,active,7.366531544420414,534.5160000000002,1.9129999999999998,1,5
171,CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,60.0,active,7.221848749616356,364.24300000000005,3.3663000000000025,0,4
172,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],190.0,active,6.721246399047171,534.5160000000002,1.9129999999999998,1,5
174,CHEMBL609440,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],4.5,active,8.346787486224656,533.4000000000001,1.5750000000000004,0,7
176,CHEMBL313271,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],32.0,active,7.494850021680094,553.4750000000001,2.4434000000000005,0,7
177,CHEMBL423313,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],79.0,active,7.102372908709558,542.5360000000003,2.0837,0,6
178,CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,10.9,active,7.962573502059376,247.29799999999997,1.4073999999999998,3,4
179,CHEMBL419470,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,22.1,active,7.655607726314889,309.369,3.3001000000000014,3,4
180,CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,161.0,active,6.79317412396815,351.45000000000005,3.3443000000000023,1,4
181,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,27.9,active,7.554395796726403,275.352,1.7739,1,4
182,CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,31.5,active,7.501689446210399,210.27999999999994,3.181700000000002,1,2
183,CHEMBL80247,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,13.8,active,7.860120913598763,323.3960000000001,3.3244000000000016,2,4
184,CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,40.8,active,7.38933983691012,323.396,3.6423000000000014,2,4
186,CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,68.9,active,7.161780778092374,232.71399999999997,3.3492000000000015,1,2
188,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,61.0,active,7.214670164989233,275.352,1.7739,1,4
189,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,2.33,active,8.63264407897398,379.50000000000017,4.361100000000004,0,4
190,CHEMBL74089,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,21.0,active,7.6777807052660805,261.325,1.4317,2,4
191,CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,9.4,active,8.0268721464003,232.7139999999999,3.3492000000000015,1,2
193,CHEMBL76241,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,330.0,active,6.481486060122113,351.45,3.3443000000000023,1,4
194,CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,56.7,active,7.246416941107094,261.32499999999993,1.7496,2,4
195,CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,164.0,active,6.785156151952302,214.26799999999994,2.1867000000000005,2,3
